ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
860,"AMA08-W-22, METHANE RECOVERY IN WASTEWATER TREATMENT JOHOR, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"17,646",Asia,06/04/2020,,
861,"AMA08-W-21, METHANE RECOVERY IN WASTEWATER TREATMENT JOHOR, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"21,671",Asia,06/04/2020,,
862,"AMA08-W-24, METHANE RECOVERY IN WASTEWATER TREATMENT PAHANG, MALAYSIA",KILANG KOSFARM SDN BHD,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"26,568",Asia,06/04/2020,,
863,"AMA08-W-25, METHANE RECOVERY IN WASTEWATER TREATMENT PAHANG, MALAYSIA",GLT RENEWABLE SDN BHD,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"35,472",Asia,06/04/2020,,
864,"AMA08-W-23, METHANE RECOVERY IN WASTEWATER TREATMENT SARAWAK, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"20,002",Asia,06/04/2020,,
886,"Reforestation of degraded lands in the Valle California of Patagonia, Chile",Agrícola y Forestal SNP Ltda,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Late to verify,Chile,"1,193",Latin America,06/04/2020,30/04/2010,29/04/2090
950,Liaoning Linghai Nanxiaoliu Wind Farm Project,"Guodian Linghai Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"122,764",Asia,06/04/2020,,
939,Thermal Energy Substitution using Landfill Gas at Saint-Étienne-des-Grès,Les Serres du St-Laurent Inc,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,Canada,"7,046",North America,06/04/2020,,
987,Reforestation of Degraded Forest Reserves in Ghana,Form Ghana Ltd,Agriculture Forestry and Other Land Use,ARR,AR-AM0003,Registered,Ghana,"8,815",Africa,06/04/2020,01/03/2008,29/02/2048
1683,Kahone Solar PV Plant,ENERGY RESOURCES SENEGAL SA,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Senegal,"21,521",,05/07/2017,23/02/2018,22/02/2028
1684,"Mitigation of GHG: Rubber based agro-forestry system for sustainable development and poverty reduction in Pakkading, Bolikhamsay Province, Lao PDR",Lao Thai Hua Rubber Co. Ltd,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Lao,"42,497",Asia,16/05/2017,08/07/2008,07/07/2038
1682,Regenerating Colombian Coffee Ecosystems,The PURE PROJECT SAS,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registered,Colombia,"7,107",Latin America,04/06/2020,20/04/2014,19/04/2054
951,Liaoning Linghai Shengli Wind Farm Project,"Guodian Linghai Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"116,862",Asia,06/04/2020,,
952,Liaoning Xingcheng Liutaizi Wind Farm Project,"Guodian Xingcheng Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"117,731",Asia,06/04/2020,,
960,Lumin/Eucapine Uruguay Forest Plantations on degraded grasslands under extensive grazing,EUCAPINE S.R.L,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Uruguay,"56,019",Latin America,04/06/2020,22/02/2006,21/02/2066
961,‘El Arriero ’ Afforestation on degraded grasslands under extensive grazing project,Forestal El Arriero SRL,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,Uruguay,"18,271",Latin America,06/04/2020,30/04/2009,29/04/2109
965,ITAA afforestation on degraded grasslands under extensive grazing,Intercontinental Timber Asociacion Agraria de Responsabilidad Limitada,Agriculture Forestry and Other Land Use,REDD,AR-ACM0001,Registered,Uruguay,"5,451",Latin America,06/04/2020,19/12/2007,18/12/2107
898,Fuelling a greener future for farmers in Malawi through the use of Jatropha curcas,Bio Energy Resources Limited (BERL),Agriculture Forestry and Other Land Use,ARR,AR-ACM0002,Late to verify,Malawi,863,Africa,06/04/2020,08/07/2008,07/07/2038
900,Za Hung Hydropower Project,Za Hung Joint Stock Company,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Viet Nam,"69,309",Asia,06/04/2020,,
901,Los Caracoles Hydroelectric Project,Energía Provincial Sociedad del Estado (EPSE),Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Argentina,"243,987",Latin America,06/04/2020,,
893,Kale HES Hydro Power Project,Kale Enerji Üretim Ticaret Sanayi A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"52,089",Middle East,06/04/2020,17/06/2020,16/06/2030
882,"Sichuan Huadian Xixi River Hydro-electricity Development Co., Ltd. Diluo Hydroelectric Project","Sichuan Huadian Xixi River Hydroelec. Dev. Co., Lt",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"337,572",Asia,06/04/2020,,
865,"MY08-WWP-26, METHANE RECOVERY IN WASTEWATER TREATMENT PAHANG, MALAYSIA",ADVANCE PROJECT MANAGEMENT SDN BHD,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"30,692",Asia,06/04/2020,,
866,"METHANE RECOVERY IN WASTEWATER TREATMENT, PROJECT AIN07-W-05, SUMATERA UTARA, INDONESIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-II.H.,Late to verify,Indonesia,"31,757",Asia,06/04/2020,,
867,"AMA08-W-10, METHANE RECOVERY IN WASTEWATER TREATMENT, KEDAH, MALAYSIA",AES AgriVerde Ltd.,Waste handling and disposal,,AMS-III.H.,Late to verify,Malaysia,"45,392",Asia,06/04/2020,,
905,The Yokuslu- Kalkandere Hydroelectric Power Plant,SANKO Enerji Sanayi ve Ticaret A.Ş,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"97,770",Middle East,06/04/2020,01/01/2021,31/12/2030
1127,Bucakkisla HPP Run-Of-River Hydro Project,Bilgin Guc Santralleri Enerji Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"77,837",Middle East,06/04/2020,,
1677,Vaayu India Wind Power Project in Gujarat - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,India,"26,188",Asia,,,
1678,Grid Connected Wind Energy Generation at Andhra Pradesh.,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Rejected by Administrator,India,"18,161",Asia,,,
1679,"Bundled Wind Power Project in Madhya Pradesh, Gujarat and Kerala by D.J. Malpani",D. J Malpani,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"127,207",Asia,28/04/2020,28/03/2016,27/03/2026
1680,Tri-Community Recycling and Sanitary Landfill Project,"3Degrees Group, Inc..",Waste handling and disposal,,ACM0001,Under development,United States,"4,000",North America,,20/05/2018,19/05/2028
1681,Robeson County Landfill,"3Degrees Group, Inc..",Waste handling and disposal,,ACM0001,Under development,United States,"19,804",North America,,,
921,Inner Mongolia Jingneng Saihan Wind Farm Phase II Project,"Beijing International New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"112,655",Asia,06/04/2020,,
932,"Cakrak 31.29 MW Hydroelectric Power Plant Project, Turkey",Kalen Enerji Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Turkey,"60,728",Middle East,06/04/2020,01/06/2018,31/05/2028
936,Shiyazi Hydro power Project in Guizhou Province China,Guizhou Zhongshui Energy Co.Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"131,143",Asia,06/04/2020,,
967,Bantargebang Landfill Gas Management & Power Generation,PT Navigat Organic Energy Indonesia,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Late to verify,Indonesia,"708,300",Asia,06/04/2020,01/08/2019,31/07/2026
949,Guodian Linghai Qingsong Wind Farm Project,"Guodian Linghai Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"115,069",Asia,06/04/2020,,
946,Shoosmith Sanitary Landfill Gas Combustion Project,Shoosmith Brothers Inc,Waste handling and disposal,,ACM0001,Late to verify,United States,"50,000",North America,06/04/2020,,
972,40 MW Grid Connected Wind Power Project,Green Infra Wind Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"70,327",Asia,06/04/2020,,
1096,Renewable Energy Wind Power Project in Rajasthan,Vish Wind Infrastructure LLP,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"42,747",Asia,29/06/2013,,
1079,"Bundled Wind Power Project in Jamnagar, Gujarat",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"18,541",Asia,05/08/2013,,
599,Enercon Wind Farms in Karnataka Bundled Project-30.40 MW,Enercon (India) Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"65,774",Asia,21/04/2011,,
1676,Çiçekli HEPP Project,Kurtal Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under development,Turkey,"10,417",Middle East,,14/06/2017,13/06/2027
1675,University of Wisconsin Milwaukee Campus Wide Clean Energy & Energy Efficiency Project,University of Wisconsin Milwaukee (UWM),Energy demand; Energy industries (renewable/non-renewable sources),,VM0025,Registered,United States,"3,156",North America,13/09/2017,,
709,Katuntsi Small Hydro Power Project,VEC Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Bulgaria,"10,000",Europe,06/04/2020,,
790,Roaring 40s Wind Farms (Khandke) Private Limited - Phase III,CLP Wind Farms (Khandke) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"24,085",Asia,07/03/2012,,
791,Roaring 40s Wind Farms (Khandke) Private Limited – Phase II,CLP Wind Farms (Khandke) Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"33,319",Asia,06/04/2020,31/03/2020,30/03/2030
975,Chongqing Chengkou County Bashan Hydropower Station Project,"Chongqing Bashan Hydropower Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"382,839",Asia,06/04/2020,,
976,Xinjiang Huaneng Toksun Baiyanghe Phase II Wind Power project,"Huaneng Turpan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"93,156",Asia,06/04/2020,26/08/2019,25/08/2026
980,Kaiyuan Yemin 49.5 MW Wind Power Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"110,668",Asia,06/04/2020,,
992,The Capture and Utilisation of Methane at the GFI Mining South Africa owned Beatrix Mine in South Africa,Sibanye Gold Ltd,Fugitive emissions from production and consumption of halocarbons and sulphur hexafluoride,,AM0064,Late to verify,South Africa,"9,643",Africa,06/04/2020,,
1092,"SOLAR POWER PROJECT IN GUJARAT, INDIA BY WAA SOLAR LIMITED",Waa Solar Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"13,712",Asia,04/06/2020,,
1093,Solar Power Project by Sai Sudhir Energy Limited,Saisudhir Energy Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"8,117",Asia,06/04/2020,,
1109,Mithapur Solar Power Project,Tata Power Renewable Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"37,696",Asia,06/04/2020,,
1098,Anhui Suzhou 2X12.5 MW Biomass Power Generation Project,"Huadian Suzhou Biomass Power Industrial Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,China,"123,447",Asia,06/04/2020,,
1153,Shade Coffee & Cacao Reforestation Project,Société de gestion de projets ECOTIERRA Inc.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Peru,"1,969,139",Latin America,06/04/2020,30/09/2013,29/09/2053
1222,"Kaiyang 15100 Rural Methane Digesters Project in Guizhou Province, China","Guizhou Haikang Marsh gas Material Trade Co,Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,AMS-III.R.,Late to verify,China,"48,486",,06/04/2020,,
1674,Gilé National Reserve REDD Project,National Mozambican Public Agency for Parks and Reserves Conservation (ANAC),Agriculture Forestry and Other Land Use,REDD,VM0007,Late to verify,Mozambique,"68,821",Africa,16/11/2020,01/01/2012,31/12/2031
1205,Tatar Hydro Electricity Power Plant,Darenhes Elektrik Uretimi A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"231,898",Middle East,06/04/2020,14/11/2023,13/11/2033
1199,Bugoye 13.0 MW Run-of-River Hydropower Project,Bugoye Hydro Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Uganda,"51,074",Africa,06/04/2020,,
1192,"Metro Line 1 Lima, Peru",Auto. Authority Electrical Mass Transit Sys - AATE,Transport,,ACM0016,Late to verify,Peru,"85,841",Latin America,06/04/2020,,
1204,Guohua Wulate Zhongqi Phase I 49.5 MW Wind farm Project,"Guohua Bayannaoer (Wulate Zhongqi) Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"133,685",,06/04/2020,,
1225,Kenya Agricultural Carbon Project,Vi Agroforestry Programme,Agriculture Forestry and Other Land Use,ALM,VM0017,Late to verify,Kenya,"99,004",Africa,06/04/2020,01/07/2009,30/06/2029
1226,Anhui Zhongxing Shouchuang Energy-Saving Service Co. Ltd. Biomass Boiler Retrofitting Project,Anhui Zhongxing Shouchuang Energy-saving Service,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,China,"33,281",,06/04/2020,,
1148,Luofan 24MW Hydropower Project in Guizhou Province China,Guizhou Zhongshui Energy Co.Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"55,857",,06/04/2020,05/12/2021,04/12/2031
1156,Kiran Energy Solar PV Project,Solarfield Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"17,203",Asia,06/04/2020,,
1157,Saraff Energy EFB to electricity project,Saraff Energies Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Thailand,"28,104",Asia,06/04/2020,01/06/2019,31/05/2026
1100,SANIBEY DAM AND HYDROELECTRIC POWER PLANT,SANKO Enerji Sanayi ve Ticaret A.Ş,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"524,729",Middle East,06/04/2020,02/12/2020,01/12/2030
1119,RFC Grouped Wind Projects Phase II,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,United States,"3,160",North America,06/04/2020,,
1173,San Andres Hydroelectric project,Celsia Colombia S.A. E.S.P.,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,Colombia,"47,317",Latin America,06/04/2020,,
1208,Nam Chim Hydro Power Project,Song Lam Construction and Investment Company Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Viet Nam,"26,748",Asia,06/04/2020,,
1229,Fronteira and Novicel Ceramics Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"23,713",,06/04/2020,01/01/2021,31/12/2030
1231,"Mordogan Wind Power Project, Turkey",Egenda Ege Enerji Uretim A.S,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"26,593",Middle East,06/04/2020,24/06/2016,23/06/2026
1232,"Yaylaköy Wind Power Project, Turkey",Yaylaköy RES Elektrik Üretim A.Ş.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"24,302",Middle East,06/04/2020,25/03/2016,24/03/2026
1287,Kavsakbendi Hydroelectric Power Plant,Enerjisa Enerji Uretim  A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal and Verification Approval Requested,Turkey,"349,888",Middle East,06/04/2020,19/12/2023,18/12/2033
1288,Bundled small scale wind energy VCS project activity by Envarrior Consulting Services-I,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"3,277",Asia,06/04/2020,,
1311,"Carbon Emissions Reduction Project in the Corridor Ankeniheny-Zahamena (CAZ) Protected Area, Madagascar","Govt. of Madagascar, Direction Generale des Forets",Agriculture Forestry and Other Land Use,REDD,VM0015,Late to verify,Madagascar,"1,011,973",Africa,06/04/2020,30/12/2007,29/12/2037
1296,Tuana 7.66 MW Hydroelectric Power Plant,AÞKALE Elektrik Üretim A.Þ,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Turkey,"7,713",Middle East,06/04/2020,,
1322,"Buyukduz Hydroelectric Power Plant, Turkey",Ayen Enerji A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"88,708",Middle East,06/04/2020,,
933,6.25 MW wind power project by VELATAL SPINNING MILLS PVT LTD,VELATAL SPINNING MILLS PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Inactive,India,"12,476",Asia,05/12/2012,,
1333,Dagbasi Hydroelectric Power Plant,ALPEREN A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"20,370",Asia,06/04/2020,,
1336,Oylat Hydroelectric Power Plant,ETKEN Elektrik Uretim Ltd.Şti.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"4,281",Middle East,06/04/2020,,
1355,4.2 MW renewable energy based power generation project in Andhra Pradesh by Hi- Tech,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"8,152",Asia,06/04/2020,,
1357,Waste Heat Recovery by Redesigning Skids at Reheat Furnace #2 of Erdemir,Eregli Demir ve Celik Fabrikalari T.A.S.,Manufacturing industries,,AMS-III.Q,Late to verify,Turkey,"12,217",Middle East,06/04/2020,,
1352,"Bundled Wind Power Project in Tamilnadu, India, co-ordinated by Tamilnadu Spinning Mills Association (TASMA V1A)",TAMILNADU SPINNING MILLS ASSOCIATION (TASMA),Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"83,772",Asia,07/08/2014,,
1673,AAC Block Project By HIL Limited,Hyderabad Industries Limited,Manufacturing industries,,AMS-III.Z,Registered,India,"21,636",Asia,05/05/2021,,
1672,Musokotwane REDD+ Project,Zambruss Enterprises,Agriculture Forestry and Other Land Use,REDD,VM0009,Withdrawn,Zambia,"1,100,000",Africa,,01/06/2017,31/05/2047
1671,"Wind based power generation by Panama Wind Energy Private Limited in Maharashtra, India",Panama Wind Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"186,270",Asia,06/04/2020,,
1241,Veer (NLBC) Small Hydro Power Project,Mahati Hydro Power Projects Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"10,067",Asia,06/04/2020,20/05/2022,19/05/2032
1670,Bundled Solar Power Project by D.J. Malpani and Giriraj Enterprises,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"93,022",Asia,06/04/2020,,
1669,Bundled Wind Power Project by Giriraj Enterprises,Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"83,279",Asia,06/04/2020,,
1012,"Umut-I Hydropower Plant, Turkey",RHG Enerturk Enerji Uretim ve Tic. A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"7,673",Asia,01/04/2013,,
1368,Urla Wind Power Plant,Hassas Teknik Enerji Elektrik Uretim Sanayi ve Ticaret A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"34,298",Middle East,06/04/2020,20/10/2016,19/10/2026
488,"82 MW Lau Renun Hydro Power Plant, North Sumatra",PT. PLN (Persero),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Indonesia,"270,019",Asia,21/12/2011,01/09/2016,31/08/2026
415,VP Biosupply Wastewater Treatment and Biogas Utilization Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.H.,Registered,Thailand,"16,563",,06/04/2020,28/03/2016,27/03/2026
416,SD Biosupply Wastewater Treatment and Biogas Utilization Project,SD Biosupply Co. Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.H.,Registered,Thailand,"51,316",,06/04/2020,28/03/2016,27/03/2026
426,"Wastewater Treatment with Biogas System in Palm Oil Mill at Sawi, Chumporn,Thailand","The Natural Palm Oil (Chumporn) Co., Ltd.",Waste handling and disposal,,AMS-I.D.; AMS-III.H.,Late to verify,Thailand,"35,028",Asia,06/04/2020,01/06/2016,31/05/2026
427,Chol Charoen Group Wastewater Treatment with Biogas System I (Khonkaen),"Kean Charoen Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-I.D.; AMS-III.H.,Registered,Thailand,"16,280",Asia,06/04/2020,15/07/2019,14/07/2029
428,Chol Charoen Group Wastewater Treatment with Biogas System I (Chacherngsao),"S.C. Industry Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-I.D.; AMS-III.H.,Registered,Thailand,"13,108",Asia,06/04/2020,15/07/2019,14/07/2029
1416,Umurlu GeoThermal Power Plant,KARYEK KARADENIZ ELEKTRIK URETIM A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"95,422",Middle East,06/04/2020,,
471,"The Bogeda 40.5 MW Wind-Farm Project in Urumqi, Xinjiang, China",The CECIC Wind Power (Xinjiang) Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"118,786",Asia,06/04/2020,,
759,"Camlica-3 HPP, Run-of-River Hydro Project, Turkey",Elen Enerji Uretimi Sanayi Ticaret A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"48,232",Middle East,06/04/2020,,
1286,Ishasha 6.6 MW Small Hydropower Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Uganda,"19,027",Africa,11/02/2015,,
497,"18.86 MW Bundled Wind Power Project, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"30,398",Asia,06/04/2020,01/01/2022,31/12/2028
1667,Çerçikaya Wind Power Project,ZT Enerji Elektrik Üretim San. Ve Tic. A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,Turkey,"101,473",Asia,20/09/2021,,
1666,Move Systems Grouped Project. Fuel Switching in Food Carts and Ambulances Electrification in NYC,Multiple Proponents,Energy demand,,AMS-III.B.,Late to verify,United States,"8,863",North America,29/03/2017,,
1035,Inner Mongolia Keshiketeng County Wutaohai South Wind Farm 49.5 MW Project,"Keshiketeng County Huifeng New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"128,803",Asia,06/04/2020,01/11/2019,31/10/2026
1665,HPP Project Liberia,Liberian Agricultural Company,Energy industries (renewable/non-renewable sources),,Methodology Under Development,Registered,Liberia,"3,580",Africa,06/04/2020,19/06/2016,18/06/2026
1664,Yunnan Xishuangbanna Improved Forest Management Project,"Xishuangbanna Forestry Bureau of Yunnan province, P.R.China.",Agriculture Forestry and Other Land Use,IFM,VM0010,On Hold - see notification letter,China,"68,100",Asia,06/04/2020,01/01/2012,31/12/2031
1663,Fazenda Sao Paulo Afforestation,MARONESE SERVICOS AGRICOLAS E LOCACAO LTDA,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,On Hold - see notification letter,Brazil,"19,380",Latin America,16/06/2020,01/01/2013,31/12/2032
716,Gansu Guazhou Xiangyang Phase II Wind Power Project,"Gansu Xinan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"429,403",Asia,06/04/2020,,
1661,Costa Rica Grouped Wind Project,"Alisios Holdings, S.A.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Costa Rica,"92,710",Latin America,08/01/2017,09/12/2016,08/12/2026
1662,Improved Jikos Project in Kenya,ClimateCare Limited,Energy demand,,AMS-II.G.,Under validation,Kenya,"40,064",Africa,,,
1660,Wind bundle project in Maharashtra by Sispara,M/s Sispara Renewable Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Verification approval requested,India,"60,746",Asia,14/02/2017,,
1143,Ningxia Angli Lingwu Photovoltaic Grid Connected Power Plant Project,"Datang Angli (Lingwu) New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"48,402",,12/11/2013,28/12/2021,27/12/2031
143,Bandeira and Capelli Ceramics Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"14,882",Latin America,06/04/2020,01/04/2016,31/03/2026
201,Barbosa Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"19,971",Latin America,04/06/2020,01/12/2017,30/11/2027
1659,Reduction of CO2 Emissions by Glass Recycling,Rhenus Recycling GmbH,Waste handling and disposal,,AMS-III.AJ.,Under development,Germany,460,Europe,,,
1658,Tugela Mill Fuel Switching Project - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Units Transferred from Approved GHG Program,South Africa,"55,912",Africa,,,
1654,Fortaleza Ituxi REDD Project,Fazenda Nossa Senhora das Cachoeiras do Ituxi,Agriculture Forestry and Other Land Use,REDD,VM0015,On Hold - see notification letter,Brazil,"137,675",Latin America,04/06/2020,15/12/2013,14/12/2043
1656,Zhangbei Manjing Windfarm Project - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,China,"94,095",Asia,,,
1657,"Grouped Project REDD+ conservation of the Oak ecological corridor Guantiva – La Rusia – Iguaque, Colombia",Fundación Natura,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Colombia,110,Latin America,,14/03/2015,13/03/2045
758,Saracbendi HPP Run-of-River Hydro Project,Elen Enerji Uretimi Sanayi Ticaret A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"55,170",Middle East,06/04/2020,06/05/2021,05/05/2031
558,Ituiutaba Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"13,623",Latin America,04/06/2020,01/07/2018,30/06/2028
1652,Centrale Solaire de Malicounda - Groupe Solaria,SENELEC,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Senegal,"26,547",Africa,,07/09/2016,06/09/2026
1650,Reduced Emissions from Deforestation and Degradation in Keo Seima Wildlife Sanctuary,"Royal Government of Cambodia (RGC), Ministry of Environment",Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Cambodia,"1,426,648",Asia,06/04/2020,01/01/2010,31/12/2069
1651,AAC Block Manufacturing Using Energy Efficient Technology by JKLCL,JK Lakshmi Cement Ltd.,Manufacturing industries,,AMS-III.Z,Late to verify,India,"36,684",Asia,08/08/2017,21/03/2016,20/03/2026
845,"BRASCARBON Methane Recovery Project BCA-BRA-08, Brazil",Brascarbon Cosultoria Projetos e Represetacao SA,"Livestock, enteric fermentation, and manure management",,AMS-III.D.,Late to verify,Brazil,"46,678",Latin America,20/06/2012,,
846,"BRASCARBON Methane Recovery Project BCA-BRA-05, Brazil",Brascarbon Cosultoria Projetos e Represetacao SA,"Livestock, enteric fermentation, and manure management",,AMS-III.D.,Late to verify,Brazil,"52,511",Latin America,20/06/2012,,
